is_positive,text
0,"I don't think the number of blunders militarily and strategically contained in this turkey can be beaten. Everything in this mess was done on the cheap and made soldiers look really stupid. Examples: at the start the 2-star General is given strategic advice by a Lieutenant and accepts it unquestionably. The map used by the Lt. shows enemy positions but they apparently have only a single narrow valley to use in advancing on the battalion (even though the map showed a dozen more). The rear guard takes up position from which they are clearly spotted by the enemy and exposed. They pound our heroes from high ground but this superior fire power makes little difference. An single enemy tank advances near the end (at the beginning referred to as armored division), proceeded by a solitary infantry point (!) who moves extremely slowly without cover scouting the area, then waives the tank on when he deems it save to proceed - a most bizarre scene. The soldiers take cover in a cave. All around them is ice and deep snow but in the cave not a yard from the entrance is a deep puddle through which they all wade repeatedly - their feet would last mere minutes before they freeze off. Later the survivors wade pathetically slowly and chest high through a river to return to their unit. Remember it is deep winter and the ground is frozen. Yeah right!<br /><br />And on and on it goes. They yell commands to positions on higher ground, they lay mines near their own position and warn each other not to trample on them (!) At the start, credit is given to some soldier who had been awarded the Congressional Medal of Honor. Was he blind, or did Director Fuller just ignore him?Truly the most inept soldiers I've ever seen. <br /><br />One of them pokes around in his own wounded leg with a bayonet and eventually pulls out a piece of shrapnel, without a wince or a moan. He announces that that should qualify him as a surgeon. Now that was funny."
0,"The best thing about ""The Prey"" is the tag line...""It's not human and it's got an axe""! The movie itself is a padded stinkaroo....endless insect and wildlife shots make the viewer wanna die! No slasher fan will like this garbage.....Watch ""Friday the 13th"" again and burn any copy of this film you find! <br /><br />It also rates as one of the 25 worst films ever made!"
0,"Three delinquents disturb the tomb of an ancient warlock who after summoning Jack-O (a less then menacing pumpkin-headed figure) to dispatch said hoodlums, continues on his sworn vengeance to kill every decedents of the family that offed him. That includes young Sean Kelly and his horror-loving family. Of course it's up to Sean to find a way to save the day.<br /><br />Such a stupid low-budget B-movie. The acting's atrocious and the plot isn't much better. Throw in a extremely lame killer, a possible pedophile who laughs way too much & a couple of stereotypical cardboard cutout 'conservative' couple and you have this film in a nutshell. Not really worth your time save to see how superbly well Linnea is aging. <br /><br />Eye Candy: Linnea Quigley is always good for some T&A and she doesn't disappoint here with a lengthy shower scene; Rachel Carter also gets topless (although it could be a body double)<br /><br />My Grade: D-"
0,"Anthony Wong stars in both this and the original (far superior) Untold Story, but the similarities stop there. Wong doesn't reprise his role obviously, and instead plays a bumbling policeman who gets involved with a rather suspicious female, Fung (1994's Miss Singapore, Paulyn Sun) who's a repressed nut-job, sure. But her tame jealous ""wanna be with a guy who's with a girl"" killer is no where near as compelling as what Wong played in the first one. The movie itself seems tired and by the numbers. Yeung Fan as the physcho's love interest's unfaithful girl tries to keep one from total boredom by stripping down whenever possible, and Sun does have a nice ass, but even that can't save this dud.<br /><br />My Grade: D <br /><br />Mei Ah DVD Extras: Sub-titled interviews with Cheung Kam Ching & Paulyn Sun; Anthony Wong filmography; a very brief synopsis; Theatrical trailer for the film; & trailers for ""Chinese Erotic Ghost Story"" and ""Twenty Something"""
0,"Cult starts 20 years ago on the 'Quinling Mountain Range, Southern China' as a guy called Owen Quinlin (Robert Berson) finds an ancient amulet said to have magical powers, cut to California where Quinlin has set up a cult & the members are about to sacrifice themselves when one of them (Cazzy Golomb) foils his evil scheme... Jump forward to the present day as five college students, Mindy (Rachel Miner), Cassandra (Taryn Manning), Bailey (Glenn Dunk), Alex (Joel Michaely) & Morgan (Victoria Venegas) are researching the events of twenty years ago that have become know as the 'Quinling Massacre' for a school project. Unfortunately Morgan decides to kill herself which unleashes the evil spirit of Owen Quinlin for reasons that are rather tenuous, he sets about completing what he started all those years ago by claiming souls so he can finally inherit the magical powers of the amulet for his own evil use...<br /><br />Edited, co-produced & directed by Joe Knee this is not a good film & that's being kind to it. The script by Benjamin Oren which seems to take itself very seriously is a dour supernatural tale about a cult leader who comes back from the dead to finish what he started a few years prior, as you would expect the character's involved now have links to what happened all those years ago & it's as dull as it sounds. The character's are bland & forgettable, the dialogue just as much so, there's no proper horror or exploitation in it, it's slow going at times, it's predictable, it's clichéd, it goes completely off the rails at the end & doesn't make much sense when you think about it. The story never grips or engages you, it's never exciting or particularly interesting & I'd struggle to even call it average. There is very little here by which I could recommend Cult, don't bother with this one.<br /><br />Director Knee does alright but the film has that bland shot-on-video made-for-TV look about it, it's utterly forgettable & flat stuff throughout. There's no scares, there's no atmosphere & it lacks any tension. There is no gore either, sure there's a fair amount of blood splatter but no proper actual special make-up effect gore scenes.<br /><br />With a supposed budget of about $950,000 Cult looks cheap although it's not as badly made as some low budget horror films I've seen recently. The acting isn't even worth mentioning.<br /><br />Cult is a poor film that didn't do anything for me, I'd struggle to call this average. There are much better horror films out there."
0,"This movie is so bad it's almost good. Bad story, bad acting, bad music, you name it. O.K., who are the jokers that gave this flick a '10'?"
0,"This movie, ""Desperate Measures"", was.... I'm not quite sure how to even put it into words. Was this supposed to be a comedy? I couldn't stop laughing at how absolutely ridiculous it was. I love Michael Keaton, and I cannot actually comprehend that he did this. They did a good job at keeping my attention because I couldn't wait to see how much more ridiculous it was going to get minute by minute. I actually just registered on this site so that I could get this out. I don't review movies. I don't have time for this, but I cannot let this go knowing I haven't done my civil duty by letting people (those who have an IQ of 85 and above) know that this is no action/thriller, It is honest to goodness funny. You people that actually got thrills off of this scare me. Go watch a good movie like Million Dollar Baby. Clint Eastwood's acting is not superb, but I was balling at the end. Exercise your brain America!"
0,"Avida is a game of words mingling life and eagerness, but I personally think this movie was overblown by its ambition and does not make justice to its title. It gathers a set of awkward characters united by unbelievable links. Furthermore, the way everything is connected at the end is, in my opinion, a bit pathetic. What remains of it was a set of images... an interesting one, but not enough to make this a good movie. <br /><br />I believe this film is supposed to be a comedy, but I surely didn't noticed! The nonsense and caricatural nature of the movie is actually the only good thing about it, but when it drags on an on and on it becomes no longer bearable. I have to say I fought hard to continue seeing it until the end, and I am still not sure it was worth it..."
0,"I normally am a glutton for poor movies, but this thing stunk.<br /><br />Do not watch this movie.<br /><br />Terrible effects and very little humour, what the hell was the point of making this movie? No gore to speak of and no acting to speak of.<br /><br />I could only manage 45 minutes of this rat dropping of a movie, and that is rare for me.<br /><br />Something positive to say about this drivel? cover art was OK, I am pretty sure the movie has a ending too, even tho I did not make it to it.<br /><br />The rats were unorganized and blew their lines constantly,they lacked intensity and seemed just to be going through the paces for their paycheque. The actors were worse."
0,"File this one in the `How do movies like this get made?' column. A seventies-drag indie version of `Macbeth,' adapted fairly faithfully (but pointlessly) in a conventionally unconventional black-comic style. The cast gives it a shot, with Christopher Walken phoning in the eccentricity as McDuff, and with Maura Tierney rising above the dull script as Pat McBeth. The other actors are wasted, as is the audience's time. Knee-jerk fans of this brand of quirk may like it, though. 4 out of 10."
0,"Wow !! I didn't even know about this movie until I was searching for the name of another Mark Hamill classic (Time Runner). Some things are better left unknown. Mark Hamill's role is quite ... limited. I would compare his appearance in this movie to all those appearances of Vincent Price and Christopher Lee in those bad horror b-movies of the 60's and 70's. In those movies, they appeared in the the first and last 5 minutes of the movie. Memorable acting by Mark with such great lines as ""Don't try to run. You're under arrest."" Did I mention he says that EXACT thing more than once. Bill Paxton fell into an Uzumaki type spiral of drugs and booze after Aliens, because he ended up in this movie after waking up on the set after a binge session. The HAIR .. the HAIR !!! .. Priceless Bill. Truly should have been ""GAME OVER"" for Bill .. but somehow .. he got treatment .. and went on to better??? movies. This movie blows. It is more dull and boring than The Crazies. At least that movie was crazy... this is just boring. DO NOT WATCH THIS MOVIE SOBER."
0,"FREDDY FORSYTH has come up with a storyline which will suit the mood of the West's suspicions about Putin's Russia. Forsyth installs a nasty guy as the Ruski president who wants to return the country - not so much to Stalin's Communism but more to Hitlerian Fascism. In fact, his Political Manifesto could have come straight out of Mein Kampf rather than Marx. And, the loon has the latest weapons of biological destruction to achieve the ethnic cleansing pogrom of the Russian Federation. American mercenaries connive with the Russian Prez to realise his fanatical, genocidal dream, but then enter Dirty Dancing's Pat Swayze...and,yep,things get really down and dirty. He's a former US operative-turned-drifter,Jason Monk, who is enlisted by the British Government to see what the Russians are up to. As a corny sidebar, Swayze's character who is no Monk (!)has sired a Russian beauty Elena (played by the gorgeous Marta Kondova) on his previous missions to the former Commie state. Hardman Swayze does a passable job in setting out to defeat the evil Russians. But young unknown actress Marta Kondova steals the flick as his nubile, 18-year-old Russian daughter Elena who helps dad root out the terror threatening her beloved Mother Russia."
0,"A Roger Corman rip-off assembled for what appears to be virtually zero budget. All of the special effects were originally used in ""Battle Beyond the Stars"", and I suspect a fair amount of the props, costumes and sets were re-used from other sources as well. The story seems to have been written around these elements, so this isn't really a movie as much as it's a recycling project. Third-rate ""Star Wars"" junk wasn't needed then or now."
0,"Screenwriter Steve Tesich's sophomore effort (following upon the wildly overpraised BREAKING AWAY) is a compendium of clichés, coincidence, and dour melodrama. Perhaps he lived some of this; if so, I'm sorry to say he was inexplicably unable to dramatize any of it convincingly.<br /><br />In fairness, he's not helped much here by Arthur Penn, a talented director who's done remarkable work in the past (BONNIE AND CLYDE, LITTLE BIG MAN), but fails to inject any energy or verisimilitude into Tesich's narrative. <br /><br />The cast struggles as best they can but are saddled with weak motivation and dialogue. Sympathies should be reserved particularly for Craig Wasson, whose morose performance presages the impending quick fade of his leading man career, as well as the embarrassingly untethered Jodi Thelen, miscast as the film's extremely unlikely 'femme fatale.'<br /><br />It all seems longer than it is, and any points made are heavy-handed and obvious. See Arthur Penn's earlier take on the subject of the 60's, the droll and elegiac ALICE'S RESTAURANT; it's everything this one isn't."
0,"Being stuck in bed with the flu and feeling too rough to get up to find the remote, I actually watched this abomination from start to finish (how many people can say that? And for any who can - what's your excuse?). My God, has there ever, EVER been such a total mess released by a major studio? There is not one second of genuine tension in a supposed ""thriller""; the script is inept and ludicrous; the sets look like they were leftovers from a low-budget TV movie; and the cast ... WHAT WERE THEY THINKING?!!! Sally Field gives what is without doubt the worst and most embarrassing performance of any Academy Award winner in history. Her irritating nasal whine and stupidly perky behaviour in what is meant to be a life-threatening situation are truly asinine. It's a wonder she didn't use all her future earnings to buy up and destroy every print of this turkey. Michael Caine, who now pontificates endlessly on the art of screen acting - even running master classes for would-be thespians - should be taken out and shot (preferably by one of Telly Savalas' henchmen). Angela Cartwright, an actress I usually like (and whose name isn't even in the opening credits, poor soul), is ten years too old for her role, and her horrible matronly yellow prom dress must haunt her nightmares to this day. Slumming it are Karl Malden and Shirley Knight - hopefully they collected a big pay packet to assuage their involvement. The whole film is a series of bad scenes, but one that especially sticks in my mind is the explosion which results in the ""ceiling"" (if an upside-down ship's deck can be termed as such) collapsing and a load of empty cardboard boxes falling through! Ooh, how scary! Really, really, terrible."
0,"This movie is bad. Really bad. So bad it made me want to shoot myself in the forehead. I hated this movie. First off, the plot went absolutely nowhere and anything shocking about this movie was seen in the 30 second teaser trailer. Secondly, Anyone who saw the original in 1979 knows that it was a bad movie too and completely unworthy of a remake. By far the best part of the movie is the house it takes place in. Which is not saying much for the actual movie. There were parts in the movie when the music gets very suspenseful and you're positive someone is around the corner and it turns out to be the maid or the cat, but when someone actually is around the corner it is impossible to be even startled because you've been expecting it all movie. So save yourself the money, save yourself the time, save yourself the headache and just watch the trailer. There is absolutely no point in seeing this movie, not in the theater, not on DVD, not on TV, never."
0,"This movie is of interest to the fans of the famous rock group ""The Band"" in that singer/ keyboardist Richard Manuel appears in several scenes. It looks to me like the movie might have been shot some years before 75, judging by Richard's looks. Interestingly, Jones would later act with The Band's Levon in a considerably better film ""Coal Miner's Daughter."" Anyway, you really need a special reason to outlast this tough to watch Art film. Alas, the famously sensitive Manuel would commit suicide. I've never heard how he ended up in a movie. Four of the five members of the Band would appear in another bad film ""Man Outside."""
0,"An ear-splitting movie, a quasi-old-fashioned screwball romp designed to showcase singing star Madonna's comedic attributes. She does indeed go far out on the proverbial limb here playing a beyond-vivacious parolee attempting to prove she was framed for murder (a body was found in the trunk of her car after she ran a red light...big laughs). After an energetic animated credits sequence--which is much more fun than the rest of the picture--we have nothing to look at but Madonna's black mascara and red lips set off by her platinum hair and pale complexion. What else is there? Griffin Dunne seems defeated playing Maddy's keeper, while the poor-choice supporting cast struggles to get laughs with lousy dialogue. It's an unfortunate set-back to the talents of director James Foley, who unwisely allows his star to run rampant in the spirit of the nutty slapstick films from the 1930s (but even Katharine Hepburn in ""Bringing Up Baby"" had a human side). Wretched. * from ****"
0,"Circus could have been so much better if they had reduced the number of twists and developed each better the film features a very gifted cast that mostly perform well , however it totally loses the audience basically everyone is back stabbing everyone else and not back stabbing them at the same time because they are backstabbing someone else and working with .... did i lose you? well the film is even more confusing clearly written by a first timer writer , it has some redeeming qualities though in the acting especially Famke Janssen shines as Lily but sadly gets a lot of USELESS screen time just standing there doing nothing.....the dialogue is a bit cheesy and the accents sometimes irritating but its still worth watching if you're a fan of any of the actors especially John and Famke who get the most screen time just remember to watch it with a notebook so you can write down who is double crossing who every second...."
0,"So I rented this movie hoping to learn about the Democratic Republic of Congo (DRC) and the beginnings of its independence from Belgian rule. I was excited to become familiar with the figures involved in its history, mainly Lumumba and Mobutu. I wanted to see how the new Congolese government attempted to bring together the various groups opposing colonial rule, the political motives behind each one, the reasons behind Belgium's decision to give the DRC its independence, and also how the United States and the former USSR were involved. Sadly, all of my questions went largely unanswered. My belief is that this movie was made by people who, through a passing familiarity with the story of the DRC's fight for freedom, saw a story filled with drama and emotion, and decided to exploit it. They then proceeded to try and stuff all the dramatic points into a storyline, briefly filled them out with dialogue, went to the set and shot it. I could be wrong, but if so it's all the sadder, because then the makers must have simply become too tied up in getting everything in, and ended up glossing over all details in an effort to create an encompassing history. Whatever the reason, the fact is that the movie could be a timeline of sentence-long statements and facts printed on the screen. The film goes through each major occurrence, and tells the viewer point-blank the main idea of what's going on, completely smoothing over the actual details in favor of getting across the big things. For instance, there is the scene when Lumumba is captured by the increasingly rebellious army controlled by Mobutu. In the situation the soldiers have three possible viewpoints: one that sympathizes with Lumumba, one that vilifies Lumumba, and one that stands in the middle, sympathizing and yet obeying orders. Correspondingly, there are three soldiers that speak in the scene, uttering lines that unadornedly show their points of view. Then, to avoid dealing with the actual tensions that these opposing viewpoints bring up, the scriptwriters simply inserted some random shooting, more army guys show up and they just end up beating everyone up. This is the extent of the reflectiveness of the movie. Most of the time, each character simply states their basic motives, the other characters respond with theirs, and that's that. There's little telling through actions; even the things they say are direct the point of painfulness. It's hard to believe that the people represented actually acted like that. Also, in the trend of this directness, things like political tension between factions is reduced to simple acknowledgement of the fact-- we never learn what these factions are, what they're fighting for, their power, basically anything except that they exist. The characters likewise are one-dimensional and flat; unfortunately I don't know whether Lumumba was actually a freedom fighter passionately devoted to ideals of Congolese unity, but after an hour or so of the movie I certainly didn't trust it to tell me so. The DRC, like many developing countries, has a complicated and important history, especially in the period leading up to and after independence. But the telling of these histories will not be useful unless there is recognition of the intricacy of the situations. Lumumba fails to give proper attention to these details, and ends up telling the viewer little except the most general of outlines."
0,"What can be said about a movie that makes two hours seem like three weeks? The hero starts out in ninjaville, Japan, goes through an identity crisis (saving a shinobi), makes a voyage to America (saving a slave named Sam) engages in a little wild west action (saving a French/japanese native american named Julie), goes hunting pirate's gold, and then heads back to Japan to fight a war. The film obviously has no clue where it's going at any point in time; I think the director modeled each scene after the last movie he'd watched. If you're going to watch this film, I suggest renting the subtitled so you and your peers can openly discuss how dumb the movie is without speaking over the movie, potentially missing another dumb plot twist.<br /><br />Movies the director was watching during the making of this movie - An American Tail, Fievel Goes West, Star Wars, Indiana Jones, The Goonies, Teenage Mutant Ninja Turtles, Kung Fu, Vampire Hunter D, The Ten Commandments.<br /><br />Notes of Interests - Most fear inspiring line of all time. About 90 minutes (or 19 days) into the movie, the lead character has just bested an American villain, and just as one heads to the vcr to end the pain the hero proclaims ""Let's go back to Japan"", and the agony continues for another week."
0,"The storyline of this movie is cliché and obviously has been ripped off from Jurassic Park. The filmmakers didn't even try to hide that. It seems as though there was not enough budget to make decent dinosaur-dolls, so instead the viewer sees some robot-like toy-dinos (from a cheap toystore) which move in a very unnatural way. It's funny though, because it's so bad. The acting is almost as unnatural as the dinos are. No one seems really excited to be in this movie (which I totally understand). Especially the last half hour is extremely boring and it's almost impossible to watch it without falling asleep. The one positive comment note I'd like to make about ""Raptor"" is that it doesn't take a full 90 minutes."
0,"I went into this movie determined to like it. I usually enjoy dramas like Wall Street, Glen Gary Glen Ross, Boiler Room, etc...I went into this movie thinking I would be on the edge of my seat. Plus, I am a big Pacino fan.<br /><br />What a piece of garbage. Quite possibly the worst movie I have seen in five years. This makes Pacino's debacle in Any Given Sunday actually look good. First, half the movie is watching Matthew McConaughey lift weights. OK, we get it. You are in shape Matt. We don't need to see every other scene with you pumping iron, shirtless.<br /><br />Secondly, how many plot holes are in this movie? Why introduce the phone call from Brandon's long lost Dad and never address it again? What was the point of his Mom hanging up on him - why even have her call to say he is sending her too much money - what was the point of that? The guy from Puerto Rico who lost 30 million? Also, since sports betting is illegal in NY, and its acknowledged its illegal, how can they possibly guarantee everyone's bet at the end? <br /><br />This was simply a very poorly written script. It had potential, but it was devoid of a coherent plot. I thought Pacino learned his lesson about script selection after Any Given Sunday, but apparently not. My Gosh, this is the same actor that starred in the Godfather! <br /><br />Don't waste your money."
0,"Stumbled over this film on Amazon.com. Had never heard of its release but the three reviews gave it five stars and rave reviews so being a lover of German movies I bought a copy...<br /><br />Have to say that I was not impressed. The production values are cheap, the story is derivative, the characters are less than engaging and for a comedy it is surprisingly short on laughs.<br /><br />I wanted to like this but I just found it lackluster and dull. Or maybe I expected more of independent German cinema than a gay spin on The Full Monty and a cast of stereotypes.<br /><br />There are bits in the film that make no sense at all, like one of the Leather Bear's trying to get Ecki in a sling --like he'd even look at him twice? Or the vengeful ex-wife turning up at the match but ending up cheering for her estranged gay husband? Bunkum is not the word! Well, at least it explains the movies UK title, I suppose..."
0,"If Andrei Tarkovsky had been a hack, he would have directed Mother and Son instead of Mirror. This is the single most pretentious film made anywhere in the world, I am convinced. A son, without a name, takes care of his mother, without a name. They love each other, I guess. No, they don't, I'm sure. These aren't characters. They aren't even actors playing characters. At least it could be pretty, but even the nature seems ridiculously touched up and changed wherever it was necessary with a Macintosh computer. And could Sokurov have come up with a technique as hackneyed as a distorted aspect ration? You would have to have been born yesterday to buy this garbage. 1/10."
0,"An interesting premise, and Billy Drago is always good as a dangerous nut-bag (side note: I'd love to see Drago, Stephen McHattie and Lance Hendrikson in a flick together; talk about raging cheekbones!). The soundtrack wasn't terrible, either.<br /><br />But the acting--even that of such professionals as Drago and Debbie Rochon--was terrible, the directing worse (perhaps contributory to the former), the dialog chimp-like, and the camera work, barely tolerable. Still, it was the SETS that got a big ""10"" on my ""oy-vey"" scale. I don't know where this was filmed, but were I to hazard a guess, it would be either an open-air museum, or one of those re-enactment villages, where everything is just a bit too well-kept to do more than suggest the ""real Old West"". Okay, so it was shot on a college kid's budget. That said, I could have forgiven one or two of the aforementioned faults. But taken all together, and being generous, I could not see giving it more than three stars."
0,"I've read all the Dave Robicheaux novels and consider James Lee Burke to be my favorite contemporary fiction writer. I've also visited New Iberia and much of Acadiana to be able to better visualize the setting in most of these books. Needless to say, I greatly anticipated seeing ""In the Electric Mist,"" especially since I thought Tommy Lee Jones would be terrific as Robicheaux.<br /><br />I was greatly disappointed. The story was very choppy; the interplay with the ""ghosts of Confederate dead"" was shallow and lost the impact and nobility it added to the book; and Tommy Lee Jones was doleful, expressionless and difficult to understand as DR. The best way to describe this forgettable film is to add my ""ditto"" to an earlier user comment that this movie was like one of those old made-for-TV movies. I expected Jill St. John or Cameron Mitchell to show up at any time.<br /><br />The location settings were accurate, and the photography at times captured the essence of the steamy bayous, smoky juke joints and eerie above-ground graveyards of South Louisiana. Too bad the story's disjointed presentation and Tommy Lee's sub-par performance interfered with the unique mood and spicy zest of the region.<br /><br />Next to final comment: In the novels, Dave Robicheaux's nickname is ""Streak,"" because of the distinct streak of silver-gray hair on one side of his head. (Similar to how the Sopranos' Paulie Walnuts would appear if he were seen only in profile.) Tommy Lee had no such streak in this film, probably because the editors are James Lee Burke fans and they airbrushed the streak out after witnessing Mr. Jones's poor imitation of Dave Robicheaux.<br /><br />Final comment: While I generally find Alec Baldwin to be pompous and obnoxious in most roles, he was by far a better Robicheaux in ""Heaven's Prisoners"" than Tommy Lee was in ""In the Electric Mist."" Also, Heaven's Prisoners is much more interesting and exciting, with uniformly believable performances and more evocative atmosphere than this new movie.<br /><br />""In the Electric Mist"" is okay to watch when one feels like ""veging out"" and there's nothing better on TV. But then, so are infomercials."
0,"It sounded so promising in the Rental Store, the premise sounded great and I couldnt wait to get home and watch it. It was Apalling the Diologue is Dreadful, The Action is Extremely badly Scripted and the Plot takes a nosedive from the beginning. Gutenberg puts in a pathetic performance, Sean Bean tries his best but with a script this bad there wasnt much he could do.<br /><br />This isnt even worth watching, even if you can get it for free (borrow it off a friend for instance) Dont as you will regret it and waste 90 Minuites of your life.<br /><br />0/10"
0,"I've spent a year deployed in Iraq, and amongst the hundreds of movies I've seen here was this little gem called Vampire Assassin. Judging from the cover (African-American with corn-rows with a curved blade, leather coat and the demeanor of a badass), I expected a Blade rip-off. Fair enough.<br /><br />So I pop it in and observed a borderlined overweight African-American with no blade, no cornrows and, well, nothing at all really except...I don't know. If you've read any of these other reviews, you get the gist of the flick. It sucks. Bad. Really bad.<br /><br />I don't know if it was the Highlander-esquire lightning after killing an immortal vampire, or the karate-kick sound effects for camera zooms, or the twenty dollar budget on props, or the ""ok, we have 90 minutes to film this before we're caught filming in a Johnson & Johnson parking lot,"" or the martial arts that is as exciting and fast-paced as two old people having sex, or the 7th grade acting talent, or the eccentric Asian Master who's either senial or on acid, or what, but the movie manages to force you to question your existence. And that's awesome.<br /><br />Not many movies can be so bad that your head will explode like Scanners. If you heckle (or MST3K) with your friends, this is the flick for you. I've seen it three times already, and I think it might've caused permanent damage on my psyche. If you STILL don't have any clue as to the quality of the film, people were trying to give it away for free and no one would take it. Not even by force.<br /><br />Long story short, watch it. Either as masochistic pleasure or punishment. It will rock your skull (and for the most part, for all the wrong reasons)."
0,"This is one of those wonderful martial-arts movies that begin with two posses of tough gang members facing off in a park; and when the deal goes wrong and the battle starts, it turns out they all know karate and kung fu! The ever-wooden Cynthia Rothrock plays (as usual) a cynical, deadpan, good cop, this time in Los Angeles. She and her police partners are trying to break up a counterfeiting ring, and when that plot line is exhausted, the story just switches over to something else, and Cynthia becomes the personal bodyguard of a wealthy, great-looking tycoon. Within the film's obviously rock-bottom budget, there's some helicopter action, some speedboat action, some car chases, a brawl where Cynthia beats up everyone in a country-western bar, some swimming-pool scenes with bimbos in thong bikinis, and a surprisingly good horseback chase. About a dozen and a half cops get gunned down. A lot of plot twists happen that just don't make any sense; don't worry about them. (And counterfeiting currency is a federal crime, so where the hell is the FBI? I guess they were too busy.) The fight choreography was done by Cynthia Rothrock's frequent co-star Richard Taylor, whose classy and witty presence in front of the camera would frankly have made this a better movie. He also tended to make Cynthia a better actress when they appeared together, and frankly she could use it; she seems tired and bored, and does her best acting in GUARDIAN ANGEL when she is playing opposite a pet dog to whom she delivers bitter drunken monologues. The dog almost out-acts her! She also wears some of the most god-awful clothing any leading lady has ever worn in any movie: loose, baggy-leg jeans with pale acid-washed areas over each buttock were the most shocking. The other actors are all over the map. You can picture many of the minor characters being cast this way: ""Hey, me and some other guys I know are going to be in a movie. You wanna be in it too? No, dude, I'm serious!"" Then there are the slumming professionals: the most fun is Lydie Denier, the stunning French model and veteran of ""Red Shoe Diaries,"" ""Baywatch,"" ""Melrose Place,"" and of playing many, many other variations on the sexy French bombshell; here she plays a psychopathic killer as if she were in BAISEZ-MOI or an ""Alias"" episode and not some direct-to-cable trash like this. There's also the tall, dark and handsome Daniel McVicar, now a regular on ""The Bold and the Beautiful,"" John O'Leary, who has played a dignified old man in dozens of movies and sitcom episodes and does it again here, and Aharon Ipale, the veteran Arab character actor perhaps best known as ""Pharaoh Seti"" from THE MUMMY and THE MUMMY RETURNS. For these professionals, GUARDIAN ANGEL must be the most laughable entry on their resumes. I gave this movie a better rating than it probably deserves because my daughters, who are enthusiastic martial-arts students, both like to see a woman kicking ass and having the big action scenes for a change. They're still a bit too young to care what a low-quality picture this really was, and just enjoyed cheering Cynthia on as she did her swivel-legged, high-kicking, stick-fighting thing. If you like this kind of flick, you could probably enjoy it on that level."
0,"this movie scared the hell out of me for no good reason. the eerie music was well written but other than that, its a complete waste of time, and it REALLY disturbed me.... I'm not really sure why either.... if you just want to see a bad 'B' horror movie, i guess you could give it a shot, but only as a last resort"
0,"It's not often I feel strongly enough to post something about a film. This was, however, simply the worst movie I have ever seen. The performances were laughable at best, at worst they were, well, there's no other word for it, awful. Especially the lead female who's random sexual come-ons have to be seen and heard to be believed. Honestly, the plot is nonsensical,the dialogue appalling and the characterisation...there is none. I'm surprised it's not an Alan Smithee film. I can't stress this strongly enough... avoid at all costs.How do movies like this ever get made? This is no budget film-making at its very, very worst."
0,"I enjoyed the prequels, and found the relationship between Tucker and Chan previously hilarious. RH3, however, was a re-hash of the first two without the charm or humor. I think I may have laughed once - and it was during the NGs. Tucker was exceedingly annoying in this film, and his character didn't seem to have any purpose other than to bungle everything up in the most irritating way possible. Chan is always likable, but he seemed tired in this film. I was able to predict EVERYTHING - who the villain was, who the girl was, (SPOILER ALERT) who the good-guy-turned-bad-guy was, etc. I hope to see more movies from Tucker and Chan in their separate endeavors, but not in any more Rush Hour sequels. It's just too tired. I recommend a rental, but not a purchase."
0,"This is easily one of the worst movies I've seen in a long long time (and I've recently seen Starship Troopers 2!!!). I could find nothing to redeem this film. The acting, which is probably the best aspect of the film, is fair at best. Michael Madsen hams it up in his standard character persona. Denis Hopper doesn't seem to know what he's supposed to be. Vinnie Jones accent is bizarre. One positive thing is that Leonor Valera looks fantastic. Her acting is pretty poor but I doubt that's why shes there.<br /><br />The dialogue is truly appalling. It is quite simply rubbish. I don't know who signed off on this but they really need to get professional help next time round.<br /><br />This film is the reason IMDBs rating system should be able to include zero stars out of ten. Avoid at all costs."
0,"If a movie can't hold your interest in the first 25 minutes, it's over as far as I'm concerned. This concept that you have to simply deal with a slow first third of a movie and be rewarded later is nonsense. A good movie has to start and end strong. It all seem interesting and some decent shots and lots of promise, but ultimately muddled and irrelevant. There are so many other movies from Asia to watch, many of which I am sure most of you have not seen, that I would really skip this one and look elsewhere. Why exactly does IMDb require a 10 line minimum for reviews? I said my piece and I hope this helps a few of you move on to the next film."
0,"I am giving this movie Vampire Assassins a ""2"" rating mainly because it had no sex or nudity. Other than that, I am not sure why it was ever made. It was more like a training exercise in how to make a movie with a very limited budget. The characters Derek and Slovak were the best actors. They were followed closely by the ""biker-Dude"" with the Pleather pants and silver belt. He was OK too. Most of the movie was filmed in some kind of distribution warehouse. If you got tired of watching the kung-fu kick boxing stunts, you can check out the packages of Scott tissue, Windex and other cleaning products. You will have a lot of time to do this, trust me. I almost started to make a list. The dialogue and kung-fu stunts were extremely slow. They talked slow, fought slow, etc. I don't know why. At least with the extra-slow delivery of the actors lines, you could hear everything very distinctly. I am trying hard to find good stuff to say about this movie. We watched it all the way to the end to see if got any better, but it didn't. We never could decide if the actors really knew martial arts or were just acting like they knew martial arts. You can watch yourself and decide. My favorite line was something like (vampire speaking:) ""what are you looking at?"" other man responding: ""your bad dental work."""
0,"Okul""The School"" is a result of a new trend in Turkish cinema. Having used the same stories over and over again new generation directors finally come up with different ideas. Of course, it doesn't mean that they are all grand. I think Okul is one of them. It is supposed to be a scary movie but it is not. It is not successful on being scary either. So what is it? Actors are so average especially Deniz Akkaya is pretty annoying with the teacher role. I am sure it could have been better if it was tried on harder. Maybe concentrating on one topic such as making it scary or vice versa. But directors have missed the target this time. ** out of *****"
